/m/03k50	/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team	/m/0nbjq
/m/01hqhm	/location/location/contains	/m/05sfs
/m/0drsm	/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	/m/03mr85
/m/02c8d7	/film/film/prequel	/m/0d1mp3
/m/03ww_x	/language/human_language/countries_spoken_in	/m/02nb2s
/m/01t_xp_	/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program	/m/03gjzk
/m/0ckr7s	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	/m/011yph
/m/0mnzd	/tv/tv_program/country_of_origin	/m/01y3c
/m/04wvhz	/organization/role/leaders./organization/leadership/organization	/m/018j2
/m/04f525m	/location/location/time_zones	/m/09g7thr
/m/05lb87	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/06v8s0
/m/01vv6xv	/media_common/netflix_genre/titles	/m/01jrp0
/m/075cph	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/01tcf7
/m/02vqhv0	/people/person/employment_history./business/employment_tenure/company	/m/01j_cy
/m/019bk0	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0jm2v
/m/02k84w	/influence/influence_node/influenced_by	/m/04kj2v
/m/03yf3z	/music/artist/contribution./music/recording_contribution/performance_role	/m/03z5xd
/m/0f2wj	/film/film/genre	/m/02xry
/m/07y9w5	/music/group_member/membership./music/group_membership/role	/m/0ymbl
/m/0cm2xh	/location/location/contains	/m/087c7
/m/02qrv7	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/m/044mz_
/m/01b9ck	/education/educational_institution/students_graduates./education/education/student	/m/01j8wk
/m/0blq0z	/education/educational_institution/campuses	/m/01yh3y
/m/03qnc6q	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/05b4l5x
/m/06dl_	/film/film/distributors./film/film_film_distributor_relationship/region	/m/0m2l9
/m/0m3gy	/organization/organization/headquarters./location/mailing_address/citytown	/m/01q7cb_
/m/06rq2l	/music/performance_role/regular_performances./music/group_membership/group	/m/0fg04
/m/06w33f8	/tv/tv_network/programs./tv/tv_network_duration/program	/m/0hv27
/m/0d193h	/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	/m/08hp53
/m/01r42_g	/user/alexander/philosophy/philosopher/interests	/m/023wyl
/m/03s0w	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/0418wg
/m/027rwmr	/film/actor/film./film/performance/special_performance_type	/m/03rl84
/m/03hnd	/user/alexander/philosophy/philosopher/interests	/m/027nb
/m/0ch6mp2	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category	/m/0mw93
/m/026ny	/sports/sport/pro_athletes./sports/pro_sports_played/athlete	/m/06rq1k
/m/048qrd	/business/business_operation/revenue./measurement_unit/dated_money_value/currency	/m/01t07j
/m/09v71cj	/people/person/gender	/m/07c6l
/m/0dq6p	/film/film/featured_film_locations	/m/061681
/m/02m97n	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/05y7hc
/m/0jf1b	/award/ranked_item/appears_in_ranked_lists./award/ranking/list	/m/04nfpk
/m/083skw	/location/location/partially_contains	/m/01yk13
/m/0gz6b6g	/film/film/featured_film_locations	/m/0g22z
/m/09tqkv2	/film/director/film	/m/03m4mj
/m/02x4wr9	/film/film/costume_design_by	/m/0121c1
/m/0gq_v	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/m/01v5h
/m/08phg9	/film/film/other_crew./film/film_crew_gig/crewmember	/m/05728w1
/m/0xxc	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/018mxj
/m/081nh	/music/artist/track_contributions./music/track_contribution/role	/m/022_6
/m/06hwzy	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	/m/0hn10
/m/099ty	/business/business_operation/industry	/m/092vkg
/m/06w6_	/sports/sports_position/players./sports/sports_team_roster/position	/m/0ck27z
/m/02w4fkq	/film/film/runtime./film/film_cut/film_release_region	/m/012j5h
/m/01qdjm	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/07wbk
/m/05pd94v	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/0g2jl
/m/07s8r0	/government/legislative_session/members./government/government_position_held/district_represented	/m/01l3vx
/m/032ft5	/government/legislative_session/members./government/government_position_held/legislative_sessions	/m/0lk90
/m/036hv	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/02vkdwz
/m/02n9nmz	/award/award_winning_work/awards_won./award/award_honor/honored_for	/m/04shbh
/m/07s6fsf	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/m/0cc5mcj
/m/01d_h8	/tv/tv_program/languages	/m/02d_zc
/m/0gyy53	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/01vv6xv
/m/0ddjy	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/m/01jssp
/m/012x4t	/film/special_film_performance_type/film_performance_type./film/performance/film	/m/0b_77q
/m/01wk7b7	/organization/role/leaders./organization/leadership/organization	/m/0pc6x
/m/06krf3	/music/instrument/instrumentalists	/m/05m883
/m/02q6gfp	/people/person/place_of_birth	/m/07b2lv
/m/04r1t	/location/location/contains	/m/0345h
/m/0fbq2n	/award/award_winner/awards_won./award/award_honor/award_winner	/m/081lh
/m/0fvly	/user/alexander/philosophy/philosopher/interests	/m/01cbwl
/m/05k2s_	/medicine/disease/notable_people_with_this_condition	/m/02zk08
/m/0tc7	/location/country/form_of_government	/m/01qvgl
/m/09d5h	/sports/sports_team/roster./basketball/basketball_roster_position/position	/m/0bjqh
/m/0453t	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/0285c
/m/062z7	/music/performance_role/regular_performances./music/group_membership/group	/m/06v41q
/m/03jvmp	/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	/m/0l12d
/m/02lg9w	/olympics/olympic_games/participating_countries	/m/0cqh6z
/m/01q2nx	/people/deceased_person/place_of_death	/m/01dpdh
/m/03ydlnj	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/026n998
/m/02x1dht	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/m/0dbdy
/m/01mvth	/medicine/symptom/symptom_of	/m/08d6bd
/m/03kg2v	/award/award_winning_work/awards_won./award/award_honor/honored_for	/m/07qnf
/m/01sg4_	/music/performance_role/regular_performances./music/group_membership/role	/m/01bvw5
/m/01sbf2	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/027f7dj
/m/02dh86	/organization/role/leaders./organization/leadership/organization	/m/03sb38
/m/0f2r6	/business/business_operation/industry	/m/07lx1s
/m/05sb1	/location/us_county/county_seat	/m/035s95
